address,network,netgroup,asn
185.64.125.16,ipv4,185.64.0.0/16,AS59921
47.236.139.213,ipv4,47.236.0.0/16,AS45102
2a0a:4580:101d::1,ipv6,2a0a:4580::/32,AS29670
79.137.67.110,ipv4,79.137.0.0/16,AS16276
54.38.204.160,ipv4,54.38.0.0/16,AS16276
82.64.226.2,ipv4,82.64.0.0/16,AS12322
81.4.100.149,ipv4,81.4.0.0/16,AS198203
2.233.91.176,ipv4,2.233.0.0/16,AS12874
84.247.132.27,ipv4,84.247.0.0/16,AS51167
2a02:2f07:dc07:e200:2ca0:40ae:5bec:b5bb,ipv6,2a02:2f07::/32,AS48096
54.215.204.136,ipv4,54.215.0.0/16,AS8987
97.100.209.167,ipv4,97.100.0.0/16,AS33363
178.71.239.236,ipv4,178.71.0.0/16,AS12389
89.223.126.118,ipv4,89.223.0.0/16,AS9123
172.105.178.137,ipv4,172.105.0.0/16,AS63949
142.114.12.11,ipv4,142.114.0.0/16,AS577
2a02:6ea0:d14a::a921:e257,ipv6,2a02:6ea0::/32,AS60068
50.88.44.94,ipv4,50.88.0.0/16,AS33363
184.180.129.98,ipv4,184.180.0.0/16,AS22773
34.91.41.138,ipv4,34.91.0.0/16,AS396982
171.25.165.217,ipv4,171.25.0.0/16,AS42765
69.10.62.91,ipv4,69.10.0.0/16,AS19318
136.62.30.4,ipv4,136.62.0.0/16,AS16591
2003:cd:e702:2801::1bb9,ipv6,2003:cd::/32,AS3320
93.211.253.138,ipv4,93.211.0.0/16,AS3320
2604:a880:400:d0::1a57:f001,ipv6,2604:a880::/32,AS749
2a01:4f9:2a:13a0::2,ipv6,2a01:4f9::/32,AS24940
154.12.250.73,ipv4,154.12.0.0/16,AS174
2001:f40:908:5d7e:21f8:9fcb:a1e1:94fb,ipv6,2001:f40::/32,AS17052
35.244.108.75,ipv4,35.244.0.0/16,AS396982
85.191.55.180,ipv4,85.191.0.0/16,AS204274
173.18.147.236,ipv4,173.18.0.0/16,AS30036
18.182.8.42,ipv4,18.182.0.0/16,AS8987
149.28.139.185,ipv4,149.28.0.0/16,AS20473
89.114.20.181,ipv4,89.114.0.0/16,AS12353
2a01:4f8:222:ba4::2,ipv6,2a01:4f8::/32,AS24940
2a04:52c0:103:c455::1,ipv6,2a04:52c0::/32,AS60404
34.116.254.239,ipv4,34.116.0.0/16,AS396982
2a01:4f9:5a:1311::2,ipv6,2a01:4f9::/32,AS24940
80.208.227.31,ipv4,80.208.0.0/16,AS62282
144.76.61.62,ipv4,144.76.0.0/16,AS24940
217.226.185.191,ipv4,217.226.0.0/16,AS3320
202.184.116.119,ipv4,202.184.0.0/16,AS9930
46.175.178.3,ipv4,46.175.0.0/16,AS56427
181.162.219.174,ipv4,181.162.0.0/16,AS7418
207.182.146.130,ipv4,207.182.0.0/16,AS10297
2a01:4f8:190:8044::2,ipv6,2a01:4f8::/32,AS24940
66.29.128.158,ipv4,66.29.0.0/16,AS22612
2604:a880:cad:d0::d98:8001,ipv6,2604:a880::/32,AS8987
185.165.170.19,ipv4,185.165.0.0/16,AS200651
2a00:23c6:5ca2:4a00:c05a:4dff:fe65:9d69,ipv6,2a00:23c6::/32,AS5400
31.164.106.68,ipv4,31.164.0.0/16,AS6730
69.10.33.58,ipv4,69.10.0.0/16,AS19318
188.124.47.246,ipv4,188.124.0.0/16,AS49505
165.227.173.181,ipv4,165.227.0.0/16,AS14061
104.248.157.169,ipv4,104.248.0.0/16,AS14061
49.12.125.241,ipv4,49.12.0.0/16,AS24940
2600:1f18:719a:e301:773d:1375:24fb:bf24,ipv6,2600:1f18::/32,AS4837
54.217.136.122,ipv4,54.217.0.0/16,AS16509
85.15.179.171,ipv4,85.15.0.0/16,AS12389
185.5.55.113,ipv4,185.5.0.0/16,AS62282
95.110.225.249,ipv4,95.110.0.0/16,AS31034
2406:3400:216:8b00:211:32ff:feca:336b,ipv6,2406:3400::/32,AS10143
45.135.232.52,ipv4,45.135.0.0/16,AS198953
2600:1f16:a08:b901:e02c:c55a:e033:ad6a,ipv6,2600:1f16::/32,AS8987
142.132.198.16,ipv4,142.132.0.0/16,AS24940
178.41.11.254,ipv4,178.41.0.0/16,AS6855
3.86.223.214,ipv4,3.86.0.0/16,AS8987
78.46.189.221,ipv4,78.46.0.0/16,AS24940
128.199.127.0,ipv4,128.199.0.0/16,AS14061
71.163.41.211,ipv4,71.163.0.0/16,AS701
34.230.27.84,ipv4,34.230.0.0/16,AS8987
79.137.68.114,ipv4,79.137.0.0/16,AS16276
2.3.25.181,ipv4,2.3.0.0/16,AS3215
213.168.190.59,ipv4,213.168.0.0/16,AS15614
3.69.23.235,ipv4,3.69.0.0/16,AS16509
64.98.48.179,ipv4,64.98.0.0/16,AS32133
176.126.167.10,ipv4,176.126.0.0/16,AS59684
2a03:f80:70:6f5d::1,ipv6,2a03:f80::/32,AS57169
161.97.94.184,ipv4,161.97.0.0/16,AS51167
67.217.61.213,ipv4,67.217.0.0/16,AS19318
76.123.0.164,ipv4,76.123.0.0/16,AS7922
188.165.255.130,ipv4,188.165.0.0/16,AS16276
86.247.43.46,ipv4,86.247.0.0/16,AS3215
212.51.129.46,ipv4,212.51.0.0/16,AS13030
31.16.219.124,ipv4,31.16.0.0/16,AS3209
223.68.172.210,ipv4,223.68.0.0/16,AS9808
71.178.180.98,ipv4,71.178.0.0/16,AS701
5.135.158.228,ipv4,5.135.0.0/16,AS16276
94.136.2.126,ipv4,94.136.0.0/16,AS48943
2600:3c00:e002:2e32::1:c8,ipv6,2600:3c00::/32,AS63949
34.133.100.114,ipv4,34.133.0.0/16,AS15169
95.217.193.241,ipv4,95.217.0.0/16,AS24940
34.65.68.114,ipv4,34.65.0.0/16,AS396982
185.26.96.236,ipv4,185.26.0.0/16,AS44066
2605:ae00:203::203,ipv6,2605:ae00::/32,AS7819
2a01:4f9:2b:151d::2,ipv6,2a01:4f9::/32,AS24940
91.92.155.246,ipv4,91.92.0.0/16,AS61098
2a0b:f4c0:c1:920e:b25a:daff:fe87:77b4,ipv6,2a0b:f4c0::/32,AS205100
173.3.218.91,ipv4,173.3.0.0/16,AS6128
184.56.122.69,ipv4,184.56.0.0/16,AS10796
88.99.174.220,ipv4,88.99.0.0/16,AS24940
2a01:4f8:c012:3c00::1,ipv6,2a01:4f8::/32,AS24940
84.75.29.59,ipv4,84.75.0.0/16,AS6730
100.0.71.9,ipv4,100.0.0.0/16,AS701
46.4.225.212,ipv4,46.4.0.0/16,AS24940
15.204.163.112,ipv4,15.204.0.0/16,AS16276
82.65.253.60,ipv4,82.65.0.0/16,AS12322
185.144.83.131,ipv4,185.144.0.0/16,AS9009
217.160.92.185,ipv4,217.160.0.0/16,AS8560
92.1.114.225,ipv4,92.1.0.0/16,AS13285
2604:a880:400:d0::1c96:e001,ipv6,2604:a880::/32,AS749
90.250.10.165,ipv4,90.250.0.0/16,AS5378
81.4.110.168,ipv4,81.4.0.0/16,AS198203
77.56.68.181,ipv4,77.56.0.0/16,AS6730
77.172.28.49,ipv4,77.172.0.0/16,AS1136
71.127.40.169,ipv4,71.127.0.0/16,AS701
221.124.0.217,ipv4,221.124.0.0/16,AS9304
54.38.204.153,ipv4,54.38.0.0/16,AS16276
35.243.99.49,ipv4,35.243.0.0/16,AS15169
54.216.53.234,ipv4,54.216.0.0/16,AS16509
2a01:e0a:9e9:c240:8e3a:af64:4f0:8f79,ipv6,2a01:e0a::/32,AS8075
65.108.132.180,ipv4,65.108.0.0/16,AS24940
194.163.173.103,ipv4,194.163.0.0/16,AS51167
136.243.89.18,ipv4,136.243.0.0/16,AS24940
12.183.232.107,ipv4,12.183.0.0/16,AS7018
2001:41d0:2:9e70::1,ipv6,2001:41d0::/32,AS16276
2001:fb1:20:f363:76d0:2bff:fe94:8485,ipv6,2001:fb1::/32,AS17552
139.99.8.26,ipv4,139.99.0.0/16,AS16276
69.141.145.87,ipv4,69.141.0.0/16,AS7922
78.159.115.37,ipv4,78.159.0.0/16,AS28753
45.27.168.133,ipv4,45.27.0.0/16,AS7018
2a01:4f8:c2c:3497::1,ipv6,2a01:4f8::/32,AS24940
87.202.13.187,ipv4,87.202.0.0/16,AS6799
217.183.93.144,ipv4,217.183.0.0/16,AS5466
148.251.194.151,ipv4,148.251.0.0/16,AS24940
46.163.154.29,ipv4,46.163.0.0/16,AS28890
5.182.4.106,ipv4,5.182.0.0/16,AS49505
34.71.60.191,ipv4,34.71.0.0/16,AS396982
135.181.206.35,ipv4,135.181.0.0/16,AS24940
2604:a880:cad:d0::d9e:f001,ipv6,2604:a880::/32,AS8987
154.53.35.8,ipv4,154.53.0.0/16,AS174
92.192.200.30,ipv4,92.192.0.0/16,AS20676
66.135.24.251,ipv4,66.135.0.0/16,AS20473
153.92.93.114,ipv4,153.92.0.0/16,AS41998
2604:a00:50:21:216:3eff:fe29:f5df,ipv6,2604:a00::/32,AS19318
192.241.155.170,ipv4,192.241.0.0/16,AS14061
65.109.118.244,ipv4,65.109.0.0/16,AS24940
23.17.49.48,ipv4,23.17.0.0/16,AS852
47.75.194.174,ipv4,47.75.0.0/16,AS45102
87.92.171.53,ipv4,87.92.0.0/16,AS16086
87.212.46.81,ipv4,87.212.0.0/16,AS50266
97.84.232.176,ipv4,97.84.0.0/16,AS20115
24.36.96.14,ipv4,24.36.0.0/16,AS7992
88.198.91.250,ipv4,88.198.0.0/16,AS24940
104.156.225.206,ipv4,104.156.0.0/16,AS20473
2a01:4f8:190:21c3::2,ipv6,2a01:4f8::/32,AS24940
95.179.216.148,ipv4,95.179.0.0/16,AS20473
108.181.2.211,ipv4,108.181.0.0/16,AS40676
69.127.187.150,ipv4,69.127.0.0/16,AS6128
15.188.90.0,ipv4,15.188.0.0/16,AS8987
87.15.47.17,ipv4,87.15.0.0/16,AS3269
148.251.45.147,ipv4,148.251.0.0/16,AS24940
2a01:4f8:171:210f::2,ipv6,2a01:4f8::/32,AS24940
2a01:4f8:121:4072::2,ipv6,2a01:4f8::/32,AS24940
140.190.21.8,ipv4,140.190.0.0/16,AS14828
23.245.197.232,ipv4,23.245.0.0/16,AS11776
80.88.172.227,ipv4,80.88.0.0/16,AS31263
192.145.127.190,ipv4,192.145.0.0/16,AS9009
2a03:b0c0:2:d0::df0:d001,ipv6,2a03:b0c0::/32,AS14061
188.165.211.112,ipv4,188.165.0.0/16,AS16276
167.114.156.121,ipv4,167.114.0.0/16,AS16276
76.128.231.138,ipv4,76.128.0.0/16,AS20214
51.158.153.210,ipv4,51.158.0.0/16,AS12876
93.218.188.63,ipv4,93.218.0.0/16,AS3320
2400:6180:0:d0::f42:4001,ipv6,2400:6180::/32,AS14061
2a01:4f8:120:33ea::2,ipv6,2a01:4f8::/32,AS24940
54.39.252.238,ipv4,54.39.0.0/16,AS16276
46.105.111.148,ipv4,46.105.0.0/16,AS16276
2603:3004:6a1:3800:851f:584d:7aba:affb,ipv6,2603:3004::/32,AS9498
173.230.157.253,ipv4,173.230.0.0/16,AS63949
100.11.121.50,ipv4,100.11.0.0/16,AS701
2001:41d0:303:146e::,ipv6,2001:41d0::/32,AS16276
2607:5300:60:25c6::,ipv6,2607:5300::/32,AS16276
2a01:4f8:fff0:9e:1:0:d:601c,ipv6,2a01:4f8::/32,AS24940
99.20.91.177,ipv4,99.20.0.0/16,AS7018
138.2.104.215,ipv4,138.2.0.0/16,AS31898
2003:db:ef45:f00::f00d:babe,ipv6,2003:db::/32,AS3320
195.201.202.25,ipv4,195.201.0.0/16,AS24940
104.184.37.250,ipv4,104.184.0.0/16,AS7018
109.184.254.25,ipv4,109.184.0.0/16,AS12389
2a01:4f8:221:2057::3,ipv6,2a01:4f8::/32,AS24940
13.113.162.141,ipv4,13.113.0.0/16,AS8987
136.243.154.254,ipv4,136.243.0.0/16,AS24940
159.223.176.158,ipv4,159.223.0.0/16,AS14061
45.79.41.132,ipv4,45.79.0.0/16,AS63949
88.198.57.103,ipv4,88.198.0.0/16,AS24940
67.193.184.74,ipv4,67.193.0.0/16,AS7992
147.135.136.53,ipv4,147.135.0.0/16,AS16276
45.14.10.234,ipv4,45.14.0.0/16,AS42864
35.220.182.211,ipv4,35.220.0.0/16,AS15169
85.208.70.228,ipv4,85.208.0.0/16,AS42275
45.83.104.45,ipv4,45.83.0.0/16,AS197540
217.76.51.25,ipv4,217.76.0.0/16,AS51167
212.51.138.250,ipv4,212.51.0.0/16,AS13030
2804:14c:6325:a127::1000,ipv6,2804:14c::/32,AS28573
206.123.112.180,ipv4,206.123.0.0/16,AS17378
178.18.249.194,ipv4,178.18.0.0/16,AS51167
1.221.227.38,ipv4,1.221.0.0/16,AS3786
2a00:7c80:0:7b::b895,ipv6,2a00:7c80::/32,AS49981
2604:a880:4:1d0::3d:2000,ipv6,2604:a880::/32,AS14061
82.136.95.133,ipv4,82.136.0.0/16,AS8821
18.27.124.231,ipv4,18.27.0.0/16,AS3
94.130.222.25,ipv4,94.130.0.0/16,AS24940
159.246.25.53,ipv4,159.246.0.0/16,AS30491
2a00:1348::221:5aff:fe4d:4548,ipv6,2a00:1348::/32,AS8879
77.107.38.165,ipv4,77.107.0.0/16,AS62183
183.128.144.119,ipv4,183.128.0.0/16,AS4134
2a01:4f8:261:2bcd::2,ipv6,2a01:4f8::/32,AS24940
73.212.215.239,ipv4,73.212.0.0/16,AS7922
185.198.197.40,ipv4,185.198.0.0/16,AS51540
185.26.30.133,ipv4,185.26.0.0/16,AS31415
142.167.87.218,ipv4,142.167.0.0/16,AS855
34.97.148.44,ipv4,34.97.0.0/16,AS15169
2a01:4f8:251:2bc2::2,ipv6,2a01:4f8::/32,AS24940
205.250.189.74,ipv4,205.250.0.0/16,AS852
134.195.196.69,ipv4,134.195.0.0/16,AS62563
2a06:6180:3:1:7b37:f452:2d90:5e6d,ipv6,2a06:6180::/32,AS50628
2a01:4f8:c0c:ce05::1,ipv6,2a01:4f8::/32,AS24940
177.134.59.33,ipv4,177.134.0.0/16,AS18881
5.144.88.83,ipv4,5.144.0.0/16,AS61349
176.169.154.165,ipv4,176.169.0.0/16,AS5410
165.227.101.132,ipv4,165.227.0.0/16,AS14061
185.74.222.29,ipv4,185.74.0.0/16,AS44477
2a01:7c8:aab5:3e6:5054:ff:fed7:4e54,ipv6,2a01:7c8::/32,AS20857
108.4.244.139,ipv4,108.4.0.0/16,AS701
37.59.53.126,ipv4,37.59.0.0/16,AS16276
178.63.75.156,ipv4,178.63.0.0/16,AS24940
82.64.135.138,ipv4,82.64.0.0/16,AS12322
176.215.178.239,ipv4,176.215.0.0/16,AS9049
2409:8a15:2485:8140:2e0:4cff:fe3b:c0ad,ipv6,2409:8a15::/32,AS9808
51.89.178.149,ipv4,51.89.0.0/16,AS16276
2a01:4f9:3051:3c5b::2,ipv6,2a01:4f9::/32,AS24940
192.228.153.255,ipv4,192.228.0.0/16,AS9930
2a01:4f8:242:415e::2,ipv6,2a01:4f8::/32,AS24940
3.124.63.44,ipv4,3.124.0.0/16,AS8987
5.135.226.204,ipv4,5.135.0.0/16,AS16276
2605:6440:3000:3:ec4:7aff:fe1f:c082,ipv6,2605:6440::/32,AS396356
65.109.19.87,ipv4,65.109.0.0/16,AS24940
94.131.101.195,ipv4,94.131.0.0/16,AS44477
2a01:4f9:4b:4a5f::2,ipv6,2a01:4f9::/32,AS24940
72.199.132.142,ipv4,72.199.0.0/16,AS22773
194.163.144.199,ipv4,194.163.0.0/16,AS51167
70.59.123.25,ipv4,70.59.0.0/16,AS209
136.56.8.220,ipv4,136.56.0.0/16,AS16591
2a01:4f9:c011:8976::1,ipv6,2a01:4f9::/32,AS24940
64.182.69.233,ipv4,64.182.0.0/16,AS54489
178.61.141.198,ipv4,178.61.0.0/16,AS21050
137.184.116.28,ipv4,137.184.0.0/16,AS14061
155.138.253.231,ipv4,155.138.0.0/16,AS20473
85.255.89.244,ipv4,85.255.0.0/16,AS198668
65.108.195.227,ipv4,65.108.0.0/16,AS24940
50.175.156.170,ipv4,50.175.0.0/16,AS7922
65.109.80.38,ipv4,65.109.0.0/16,AS24940
185.202.236.25,ipv4,185.202.0.0/16,AS51167
184.152.77.81,ipv4,184.152.0.0/16,AS12271
185.69.105.117,ipv4,185.69.0.0/16,AS201603
174.0.59.71,ipv4,174.0.0.0/16,AS6327
195.201.163.75,ipv4,195.201.0.0/16,AS24940
185.216.75.249,ipv4,185.216.0.0/16,AS51167
2a02:2780:9000:70::f,ipv6,2a02:2780::/32,AS35434
2a01:4f8:2200:13a2::2,ipv6,2a01:4f8::/32,AS24940
116.202.221.120,ipv4,116.202.0.0/16,AS24940
95.169.196.247,ipv4,95.169.0.0/16,AS201133
31.184.213.207,ipv4,31.184.0.0/16,AS49505
101.0.96.62,ipv4,101.0.0.0/16,AS55803
2001:4dd0:3564:0:fd76:c1d3:1854:5bd9,ipv6,2001:4dd0::/32,AS6327
142.93.245.141,ipv4,142.93.0.0/16,AS14061
5.39.79.142,ipv4,5.39.0.0/16,AS16276
139.162.151.61,ipv4,139.162.0.0/16,AS63949
194.110.169.133,ipv4,194.110.0.0/16,AS203576
35.194.39.250,ipv4,35.194.0.0/16,AS15169
86.248.219.251,ipv4,86.248.0.0/16,AS3215
116.203.196.156,ipv4,116.203.0.0/16,AS24940
104.142.119.216,ipv4,104.142.0.0/16,AS6561
2a01:4f9:3080:40c0::2,ipv6,2a01:4f9::/32,AS24940
34.159.211.116,ipv4,34.159.0.0/16,AS396982
146.52.147.102,ipv4,146.52.0.0/16,AS3209
156.34.251.146,ipv4,156.34.0.0/16,AS855
31.164.160.162,ipv4,31.164.0.0/16,AS6730
94.113.68.17,ipv4,94.113.0.0/16,AS16019
2a03:b0c0:2:f0::236:1001,ipv6,2a03:b0c0::/32,AS12400
43.198.111.15,ipv4,43.198.0.0/16,AS8987
185.7.33.119,ipv4,185.7.0.0/16,AS51430
3.37.38.115,ipv4,3.37.0.0/16,AS8987
35.136.202.136,ipv4,35.136.0.0/16,AS33363
2a01:4f9:2a:2510::2,ipv6,2a01:4f9::/32,AS24940
35.203.9.43,ipv4,35.203.0.0/16,AS396982
2001:41d0:203:1703::,ipv6,2001:41d0::/32,AS16276
185.203.41.148,ipv4,185.203.0.0/16,AS210602
82.183.31.72,ipv4,82.183.0.0/16,AS2119
184.74.240.157,ipv4,184.74.0.0/16,AS12271
52.77.34.40,ipv4,52.77.0.0/16,AS8987
89.247.89.151,ipv4,89.247.0.0/16,AS8881
194.5.157.78,ipv4,194.5.0.0/16,AS47583
52.53.119.218,ipv4,52.53.0.0/16,AS8987
3.83.8.27,ipv4,3.83.0.0/16,AS8987
2a02:7b40:5928:89::1,ipv6,2a02:7b40::/32,AS62282
2a02:22a0:bbb3:dc10:50e1:57ff:fe70:9492,ipv6,2a02:22a0::/32,AS28685
88.99.253.77,ipv4,88.99.0.0/16,AS24940
93.186.201.173,ipv4,93.186.0.0/16,AS24961
46.166.142.2,ipv4,46.166.0.0/16,AS43350
34.207.160.133,ipv4,34.207.0.0/16,AS14618
74.133.90.251,ipv4,74.133.0.0/16,AS10796
2a02:1210:2206:7500:a30:eb04:ad20:bb34,ipv6,2a02:1210::/32,AS812
110.174.218.129,ipv4,110.174.0.0/16,AS7545
2001:19f0:0:4f89:5400:4ff:fea0:3837,ipv6,2001:19f0::/32,AS20473
188.165.203.144,ipv4,188.165.0.0/16,AS16276
75.98.207.197,ipv4,75.98.0.0/16,AS21949
2607:9280:b:73b:250:56ff:fe14:25b5,ipv6,2607:9280::/32,AS395502
47.146.30.205,ipv4,47.146.0.0/16,AS5650
165.22.229.88,ipv4,165.22.0.0/16,AS14061
104.13.168.146,ipv4,104.13.0.0/16,AS7018
45.89.140.83,ipv4,45.89.0.0/16,AS48314
90.215.252.221,ipv4,90.215.0.0/16,AS5607
82.181.218.133,ipv4,82.181.0.0/16,AS16086
85.215.78.183,ipv4,85.215.0.0/16,AS6724
217.22.141.75,ipv4,217.22.0.0/16,AS8758
2001:4dd0:3564:1::7676:8090,ipv6,2001:4dd0::/32,AS4134
2a01:4f9:1a:9a2c::2,ipv6,2a01:4f9::/32,AS24940
52.15.123.17,ipv4,52.15.0.0/16,AS8987
176.9.38.204,ipv4,176.9.0.0/16,AS24940
89.247.0.195,ipv4,89.247.0.0/16,AS8881
148.74.207.216,ipv4,148.74.0.0/16,AS6128
206.189.239.173,ipv4,206.189.0.0/16,AS14061
83.87.173.150,ipv4,83.87.0.0/16,AS33915
67.241.169.206,ipv4,67.241.0.0/16,AS11351
2803:5180:4100:4000::2,ipv6,2803:5180::/32,AS263762
216.18.201.202,ipv4,216.18.0.0/16,AS18450
128.199.55.88,ipv4,128.199.0.0/16,AS14061
136.62.58.224,ipv4,136.62.0.0/16,AS16591
51.89.217.34,ipv4,51.89.0.0/16,AS16276
72.201.159.118,ipv4,72.201.0.0/16,AS22773
34.135.104.9,ipv4,34.135.0.0/16,AS15169
128.140.127.77,ipv4,128.140.0.0/16,AS24940
2620:11c:5001:2199:d267:e5ff:fee9:e673,ipv6,2620:11c::/32,AS13331
65.108.203.62,ipv4,65.108.0.0/16,AS24940
46.188.126.74,ipv4,46.188.0.0/16,AS8334
78.46.110.58,ipv4,78.46.0.0/16,AS24940
201.221.234.200,ipv4,201.221.0.0/16,AS27928
64.224.252.210,ipv4,64.224.0.0/16,AS395748
35.228.95.22,ipv4,35.228.0.0/16,AS396982
52.0.32.203,ipv4,52.0.0.0/16,AS14618
3.132.226.114,ipv4,3.132.0.0/16,AS8987
104.248.157.8,ipv4,104.248.0.0/16,AS14061
204.194.220.27,ipv4,204.194.0.0/16,AS20055
68.55.46.149,ipv4,68.55.0.0/16,AS7922
98.235.46.154,ipv4,98.235.0.0/16,AS7922
46.13.164.177,ipv4,46.13.0.0/16,AS13036
98.150.233.190,ipv4,98.150.0.0/16,AS20001
87.79.94.221,ipv4,87.79.0.0/16,AS8422
192.195.249.67,ipv4,192.195.0.0/16,AS1767
2a01:e34:ec73:bba0:147a:bb32:5061:60dd,ipv6,2a01:e34::/32,AS9009
146.19.247.114,ipv4,146.19.0.0/16,AS44477
213.239.232.113,ipv4,213.239.0.0/16,AS24940
2a01:4f9:4b:1527::2,ipv6,2a01:4f9::/32,AS24940
209.145.60.9,ipv4,209.145.0.0/16,AS40021
142.171.179.169,ipv4,142.171.0.0/16,AS35916
50.213.123.118,ipv4,50.213.0.0/16,AS7922
68.96.87.18,ipv4,68.96.0.0/16,AS22773
134.209.215.174,ipv4,134.209.0.0/16,AS14061
2a01:4f8:200:1216::2,ipv6,2a01:4f8::/32,AS24940
46.4.168.155,ipv4,46.4.0.0/16,AS24940
192.3.11.20,ipv4,192.3.0.0/16,AS36352
108.175.176.253,ipv4,108.175.0.0/16,AS21565
194.14.246.50,ipv4,194.14.0.0/16,AS50066
78.119.180.62,ipv4,78.119.0.0/16,AS198949
51.79.177.13,ipv4,51.79.0.0/16,AS16276
185.100.84.171,ipv4,185.100.0.0/16,AS200651
77.165.250.62,ipv4,77.165.0.0/16,AS1136
62.210.209.150,ipv4,62.210.0.0/16,AS12876
135.181.208.163,ipv4,135.181.0.0/16,AS24940
86.104.228.11,ipv4,86.104.0.0/16,AS45021
192.99.32.109,ipv4,192.99.0.0/16,AS16276
176.9.47.132,ipv4,176.9.0.0/16,AS24940
128.199.4.104,ipv4,128.199.0.0/16,AS14061
13.214.5.29,ipv4,13.214.0.0/16,AS8987
85.173.189.70,ipv4,85.173.0.0/16,AS12389
136.243.89.160,ipv4,136.243.0.0/16,AS24940
65.109.105.182,ipv4,65.109.0.0/16,AS24940
69.243.170.125,ipv4,69.243.0.0/16,AS7922
2604:a880:cad:d0::d39:b001,ipv6,2604:a880::/32,AS8987
67.176.47.248,ipv4,67.176.0.0/16,AS7922
2a03:b0c0:3:d0::fe4:3001,ipv6,2a03:b0c0::/32,AS8987
178.55.57.88,ipv4,178.55.0.0/16,AS16086
142.93.178.46,ipv4,142.93.0.0/16,AS14061
62.171.129.32,ipv4,62.171.0.0/16,AS51167
8.210.131.245,ipv4,8.210.0.0/16,AS45102
77.161.253.77,ipv4,77.161.0.0/16,AS1136
176.108.193.176,ipv4,176.108.0.0/16,AS47914
190.64.134.52,ipv4,190.64.0.0/16,AS6057
95.216.33.150,ipv4,95.216.0.0/16,AS24940
173.249.57.28,ipv4,173.249.0.0/16,AS51167
93.115.27.167,ipv4,93.115.0.0/16,AS16125
2600:1900:41a0:af83:0:1::,ipv6,2600:1900::/32,AS15169
84.54.23.48,ipv4,84.54.0.0/16,AS51167
108.51.179.155,ipv4,108.51.0.0/16,AS701
2407:3640:3010:4012::1,ipv6,2407:3640::/32,AS141995
133.18.236.236,ipv4,133.18.0.0/16,AS24282
2a01:4f9:1a:9f26::2,ipv6,2a01:4f9::/32,AS24940
136.243.148.11,ipv4,136.243.0.0/16,AS24940
54.251.144.135,ipv4,54.251.0.0/16,AS8987
51.77.67.120,ipv4,51.77.0.0/16,AS16276
94.4.0.109,ipv4,94.4.0.0/16,AS5607
64.121.196.114,ipv4,64.121.0.0/16,AS6079
2a03:f80:ed51:6b24::1,ipv6,2a03:f80::/32,AS57169
61.7.163.41,ipv4,61.7.0.0/16,AS131090
195.201.126.87,ipv4,195.201.0.0/16,AS24940
159.69.179.29,ipv4,159.69.0.0/16,AS24940
2001:638:a000:b101::2b3d,ipv6,2001:638::/32,AS680
108.39.138.7,ipv4,108.39.0.0/16,AS701
2400:6180:100:d0::848:5001,ipv6,2400:6180::/32,AS3356
24.42.165.77,ipv4,24.42.0.0/16,AS12083
136.38.137.101,ipv4,136.38.0.0/16,AS16591
79.161.17.107,ipv4,79.161.0.0/16,AS29695
46.188.59.24,ipv4,46.188.0.0/16,AS8334
50.26.198.127,ipv4,50.26.0.0/16,AS19108
95.216.35.112,ipv4,95.216.0.0/16,AS24940
212.10.229.240,ipv4,212.10.0.0/16,AS39642
185.100.87.172,ipv4,185.100.0.0/16,AS200651
5.188.104.245,ipv4,5.188.0.0/16,AS199860
204.194.220.40,ipv4,204.194.0.0/16,AS20055
128.2.12.38,ipv4,128.2.0.0/16,AS9
5.199.182.216,ipv4,5.199.0.0/16,AS48284
104.248.94.72,ipv4,104.248.0.0/16,AS14061
47.198.60.180,ipv4,47.198.0.0/16,AS5650
67.222.153.38,ipv4,67.222.0.0/16,AS30277
70.160.65.106,ipv4,70.160.0.0/16,AS22773
198.27.67.84,ipv4,198.27.0.0/16,AS16276
80.98.163.4,ipv4,80.98.0.0/16,AS21334
148.251.110.35,ipv4,148.251.0.0/16,AS24940
31.156.128.248,ipv4,31.156.0.0/16,AS30722
34.106.217.38,ipv4,34.106.0.0/16,AS396982
89.58.6.31,ipv4,89.58.0.0/16,AS197540
131.188.43.61,ipv4,131.188.0.0/16,AS680
80.244.26.192,ipv4,80.244.0.0/16,AS35432
2a01:4f8:a0:3534:a005:8bff:fe2f:29bf,ipv6,2a01:4f8::/32,AS24940
62.210.215.33,ipv4,62.210.0.0/16,AS12876
65.109.21.189,ipv4,65.109.0.0/16,AS24940
3.16.111.95,ipv4,3.16.0.0/16,AS8987
54.64.246.169,ipv4,54.64.0.0/16,AS16509
73.54.29.7,ipv4,73.54.0.0/16,AS7922
104.238.141.36,ipv4,104.238.0.0/16,AS20473
185.88.229.254,ipv4,185.88.0.0/16,AS20963
217.227.32.23,ipv4,217.227.0.0/16,AS3320
51.79.74.99,ipv4,51.79.0.0/16,AS16276
45.132.118.25,ipv4,45.132.0.0/16,AS208451
2600:1f11:b5e:2a03:a00f:8f8c:ded2:3b24,ipv6,2600:1f11::/32,AS4134
5.39.90.210,ipv4,5.39.0.0/16,AS16276
178.159.98.133,ipv4,178.159.0.0/16,AS202390
86.27.168.189,ipv4,86.27.0.0/16,AS5089
95.216.13.54,ipv4,95.216.0.0/16,AS24940
