address,network,netgroup,asn
44.214.77.80,ipv4,44.214.0.0/16,AS14618
91.14.139.27,ipv4,91.14.0.0/16,AS3320
146.59.177.6,ipv4,146.59.0.0/16,AS16276
135.181.56.49,ipv4,135.181.0.0/16,AS24940
82.66.81.34,ipv4,82.66.0.0/16,AS12322
2a02:c205:2023:5683::1,ipv6,2a02:c205::/32,AS51167
49.12.85.161,ipv4,49.12.0.0/16,AS24940
95.217.122.78,ipv4,95.217.0.0/16,AS24940
86.13.240.14,ipv4,86.13.0.0/16,AS5089
213.156.1.106,ipv4,213.156.0.0/16,AS41960
149.102.133.226,ipv4,149.102.0.0/16,AS174
2a01:4f8:162:1081::2,ipv6,2a01:4f8::/32,AS24940
62.210.88.131,ipv4,62.210.0.0/16,AS12876
212.24.109.254,ipv4,212.24.0.0/16,AS62282
108.2.147.150,ipv4,108.2.0.0/16,AS701
185.150.160.209,ipv4,185.150.0.0/16,AS34197
2001:fb1:4c:85fb:6d55:341b:2575:2fb,ipv6,2001:fb1::/32,AS30722
142.113.46.147,ipv4,142.113.0.0/16,AS577
51.81.245.174,ipv4,51.81.0.0/16,AS16276
159.89.98.116,ipv4,159.89.0.0/16,AS14061
151.203.114.128,ipv4,151.203.0.0/16,AS701
95.216.242.49,ipv4,95.216.0.0/16,AS24940
161.97.103.28,ipv4,161.97.0.0/16,AS51167
54.39.132.85,ipv4,54.39.0.0/16,AS16276
207.244.250.168,ipv4,207.244.0.0/16,AS40021
94.34.196.193,ipv4,94.34.0.0/16,AS8612
139.84.193.137,ipv4,139.84.0.0/16,AS20473
2a01:4f8:162:60ec::2,ipv6,2a01:4f8::/32,AS24940
35.213.159.168,ipv4,35.213.0.0/16,AS19527
193.233.255.76,ipv4,193.233.0.0/16,AS203727
142.132.203.148,ipv4,142.132.0.0/16,AS24940
2a01:4f9:3a:296f::2,ipv6,2a01:4f9::/32,AS24940
34.136.93.37,ipv4,34.136.0.0/16,AS15169
51.107.43.38,ipv4,51.107.0.0/16,AS8075
80.28.164.41,ipv4,80.28.0.0/16,AS3352
162.254.118.20,ipv4,162.254.0.0/16,AS54555
178.254.44.141,ipv4,178.254.0.0/16,AS42730
3.8.13.191,ipv4,3.8.0.0/16,AS8987
51.81.244.142,ipv4,51.81.0.0/16,AS16276
81.43.9.254,ipv4,81.43.0.0/16,AS3352
2400:8901::f03c:93ff:fe2b:5c0b,ipv6,2400:8901::/32,AS63949
195.201.108.179,ipv4,195.201.0.0/16,AS24940
64.108.106.20,ipv4,64.108.0.0/16,AS7018
65.108.239.96,ipv4,65.108.0.0/16,AS24940
109.123.241.141,ipv4,109.123.0.0/16,AS51167
143.110.178.161,ipv4,143.110.0.0/16,AS14061
74.118.137.119,ipv4,74.118.0.0/16,AS20326
82.83.182.133,ipv4,82.83.0.0/16,AS3209
88.14.28.216,ipv4,88.14.0.0/16,AS3352
141.239.159.95,ipv4,141.239.0.0/16,AS36149
47.254.131.104,ipv4,47.254.0.0/16,AS45102
5.78.108.233,ipv4,5.78.0.0/16,AS212317
45.13.7.221,ipv4,45.13.0.0/16,AS60377
98.127.125.9,ipv4,98.127.0.0/16,AS33588
95.217.226.96,ipv4,95.217.0.0/16,AS24940
65.21.200.13,ipv4,65.21.0.0/16,AS24940
65.21.127.57,ipv4,65.21.0.0/16,AS24940
144.76.158.136,ipv4,144.76.0.0/16,AS24940
102.68.86.140,ipv4,102.68.0.0/16,AS327813
159.250.153.179,ipv4,159.250.0.0/16,AS11776
119.42.55.203,ipv4,119.42.0.0/16,AS133159
91.160.199.232,ipv4,91.160.0.0/16,AS12322
86.253.110.208,ipv4,86.253.0.0/16,AS3215
130.44.176.111,ipv4,130.44.0.0/16,AS6079
188.215.62.122,ipv4,188.215.0.0/16,AS203600
2.238.146.172,ipv4,2.238.0.0/16,AS12874
185.148.146.24,ipv4,185.148.0.0/16,AS44901
66.58.243.215,ipv4,66.58.0.0/16,AS8047
2001:41d0:2:c9e3::1,ipv6,2001:41d0::/32,AS16276
83.21.0.89,ipv4,83.21.0.0/16,AS5617
70.77.37.244,ipv4,70.77.0.0/16,AS6327
100.16.230.208,ipv4,100.16.0.0/16,AS701
106.75.169.133,ipv4,106.75.0.0/16,AS59077
51.89.233.89,ipv4,51.89.0.0/16,AS16276
79.243.97.135,ipv4,79.243.0.0/16,AS3320
109.101.234.205,ipv4,109.101.0.0/16,AS9050
164.92.133.143,ipv4,164.92.0.0/16,AS14061
2a02:a45a:94cd:f00d::1,ipv6,2a02:a45a::/32,AS1136
2600:3c00::f03c:92ff:fe92:2745,ipv6,2600:3c00::/32,AS63949
2a03:b0c0:2:f0::18a:d001,ipv6,2a03:b0c0::/32,AS1221
75.172.82.81,ipv4,75.172.0.0/16,AS209
195.201.173.100,ipv4,195.201.0.0/16,AS24940
119.67.35.196,ipv4,119.67.0.0/16,AS17858
73.109.156.97,ipv4,73.109.0.0/16,AS7922
198.199.108.36,ipv4,198.199.0.0/16,AS14061
61.10.10.37,ipv4,61.10.0.0/16,AS9908
37.59.30.12,ipv4,37.59.0.0/16,AS16276
2001:470:1f15:e65:e42:a1ff:fef0:9cb8,ipv6,2001:470:1000::/36,AS6939
165.227.196.254,ipv4,165.227.0.0/16,AS14061
193.70.114.101,ipv4,193.70.0.0/16,AS16276
51.195.28.51,ipv4,51.195.0.0/16,AS16276
82.67.3.40,ipv4,82.67.0.0/16,AS12322
2600:1700:5453:69e::109,ipv6,2600:1700::/32,AS7018
124.156.198.253,ipv4,124.156.0.0/16,AS132203
65.108.0.254,ipv4,65.108.0.0/16,AS24940
213.183.46.51,ipv4,213.183.0.0/16,AS56630
78.47.100.208,ipv4,78.47.0.0/16,AS24940
70.175.76.239,ipv4,70.175.0.0/16,AS22773
2607:5300:203:5261::,ipv6,2607:5300::/32,AS16276
185.242.183.220,ipv4,185.242.0.0/16,AS41720
176.107.22.229,ipv4,176.107.0.0/16,AS57760
2001:1600:13:101::490,ipv6,2001:1600::/32,AS29222
45.33.72.139,ipv4,45.33.0.0/16,AS63949
2a02:c207:2156:7052::1,ipv6,2a02:c207::/32,AS51167
2a01:4f8:13a:15a0::2,ipv6,2a01:4f8::/32,AS24940
135.181.232.139,ipv4,135.181.0.0/16,AS24940
52.77.156.14,ipv4,52.77.0.0/16,AS8987
2a01:4f9:3b:3eeb::2,ipv6,2a01:4f9::/32,AS24940
51.210.117.119,ipv4,51.210.0.0/16,AS16276
5.45.73.96,ipv4,5.45.0.0/16,AS50673
176.198.159.33,ipv4,176.198.0.0/16,AS3209
2a01:4f8:150:3461::2,ipv6,2a01:4f8::/32,AS24940
141.105.65.185,ipv4,141.105.0.0/16,AS50867
103.57.60.162,ipv4,103.57.0.0/16,AS4766
185.186.2.236,ipv4,185.186.0.0/16,AS50340
62.168.65.42,ipv4,62.168.0.0/16,AS5578
2a04:52c0:102:49af::1,ipv6,2a04:52c0::/32,AS60404
82.64.49.27,ipv4,82.64.0.0/16,AS12322
75.158.223.141,ipv4,75.158.0.0/16,AS852
84.226.107.105,ipv4,84.226.0.0/16,AS6730
51.83.140.89,ipv4,51.83.0.0/16,AS16276
45.79.192.236,ipv4,45.79.0.0/16,AS63949
134.122.26.164,ipv4,134.122.0.0/16,AS14061
172.86.96.151,ipv4,172.86.0.0/16,AS53667
207.182.146.85,ipv4,207.182.0.0/16,AS10297
109.190.25.156,ipv4,109.190.0.0/16,AS35540
27.148.206.140,ipv4,27.148.0.0/16,AS4134
167.88.11.203,ipv4,167.88.0.0/16,AS20278
103.209.12.144,ipv4,103.209.0.0/16,AS136000
116.203.152.66,ipv4,116.203.0.0/16,AS24940
66.220.241.201,ipv4,66.220.0.0/16,AS17356
129.80.203.56,ipv4,129.80.0.0/16,AS31898
2604:a880:4:1d0::13e:f000,ipv6,2604:a880::/32,AS4837
137.74.0.3,ipv4,137.74.0.0/16,AS16276
91.66.77.135,ipv4,91.66.0.0/16,AS3209
69.234.58.210,ipv4,69.234.0.0/16,AS7018
188.117.24.235,ipv4,188.117.0.0/16,AS29422
144.217.65.105,ipv4,144.217.0.0/16,AS16276
178.128.97.198,ipv4,178.128.0.0/16,AS14061
174.61.169.207,ipv4,174.61.0.0/16,AS7922
206.189.16.199,ipv4,206.189.0.0/16,AS14061
129.213.53.149,ipv4,129.213.0.0/16,AS31898
2a03:b0c0:3:d0::fe4:2001,ipv6,2a03:b0c0::/32,AS8987
2a01:4f9:3051:4bea::2,ipv6,2a01:4f9::/32,AS24940
81.172.221.4,ipv4,81.172.0.0/16,AS15435
202.184.157.145,ipv4,202.184.0.0/16,AS9930
165.22.44.115,ipv4,165.22.0.0/16,AS14061
72.28.148.43,ipv4,72.28.0.0/16,AS11776
82.29.31.201,ipv4,82.29.0.0/16,AS5089
62.138.16.122,ipv4,62.138.0.0/16,AS8972
107.189.2.244,ipv4,107.189.0.0/16,AS53667
207.244.248.81,ipv4,207.244.0.0/16,AS40021
136.41.2.136,ipv4,136.41.0.0/16,AS16591
2a00:7c80:0:4e:b7c0::2001,ipv6,2a00:7c80::/32,AS49981
95.217.73.162,ipv4,95.217.0.0/16,AS24940
178.214.46.244,ipv4,178.214.0.0/16,AS51343
5.157.103.202,ipv4,5.157.0.0/16,AS35612
198.244.167.179,ipv4,198.244.0.0/16,AS16276
94.131.0.73,ipv4,94.131.0.0/16,AS8772
176.10.143.190,ipv4,176.10.0.0/16,AS8473
50.67.144.41,ipv4,50.67.0.0/16,AS6327
65.21.95.39,ipv4,65.21.0.0/16,AS24940
152.69.214.25,ipv4,152.69.0.0/16,AS31898
3.15.217.225,ipv4,3.15.0.0/16,AS8987
2a01:7a7:2:2804:ae1f:6bff:fe9d:6c94,ipv6,2a01:7a7::/32,AS29066
2a01:4f9:2b:29a::2,ipv6,2a01:4f9::/32,AS24940
95.217.106.33,ipv4,95.217.0.0/16,AS24940
2400:8901::f03c:93ff:fe5a:685c,ipv6,2400:8901::/32,AS63949
125.64.124.110,ipv4,125.64.0.0/16,unknown
90.21.32.44,ipv4,90.21.0.0/16,AS3215
18.189.27.61,ipv4,18.189.0.0/16,AS8987
2a02:c206:2152:6608::1,ipv6,2a02:c206::/32,AS51167
2a02:4780:c:3f7c::1,ipv6,2a02:4780::/32,AS47583
2a02:578:85ce:1600:1e1b:dff:fee3:774b,ipv6,2a02:578::/32,AS9031
5.9.142.177,ipv4,5.9.0.0/16,AS24940
2605:1080:0:f00::70,ipv6,2605:1080::/32,AS23367
138.201.252.11,ipv4,138.201.0.0/16,AS24940
62.109.17.182,ipv4,62.109.0.0/16,AS29182
103.6.212.28,ipv4,103.6.0.0/16,AS139580
79.143.188.115,ipv4,79.143.0.0/16,AS51167
75.70.89.4,ipv4,75.70.0.0/16,AS7922
185.64.105.252,ipv4,185.64.0.0/16,AS61272
77.105.220.125,ipv4,77.105.0.0/16,AS35706
194.102.106.16,ipv4,194.102.0.0/16,AS8708
23.94.208.133,ipv4,23.94.0.0/16,AS36352
2a01:4f9:c011:3df8::1,ipv6,2a01:4f9::/32,AS24940
77.250.45.156,ipv4,77.250.0.0/16,AS33915
37.193.227.16,ipv4,37.193.0.0/16,AS31200
46.5.134.232,ipv4,46.5.0.0/16,AS3209
2403:580c:c505:0:30e7:b7ff:fe28:c166,ipv6,2403:580c::/32,AS4764
194.233.65.107,ipv4,194.233.0.0/16,AS141995
195.201.174.171,ipv4,195.201.0.0/16,AS24940
2a01:4f8:241:57ac::2,ipv6,2a01:4f8::/32,AS24940
74.136.29.251,ipv4,74.136.0.0/16,AS10796
170.254.147.116,ipv4,170.254.0.0/16,AS265398
2001:bc8:700:2313::1,ipv6,2001:bc8::/32,AS12876
34.118.78.230,ipv4,34.118.0.0/16,AS15169
2a02:168:420b:a::20,ipv6,2a02:168::/32,AS13030
65.109.113.218,ipv4,65.109.0.0/16,AS24940
83.87.230.90,ipv4,83.87.0.0/16,AS33915
73.0.216.81,ipv4,73.0.0.0/16,AS20214
2a0f:9400:7389:17::a,ipv6,2a0f:9400::/32,AS215987
2a02:7b40:50d0:e31f::1,ipv6,2a02:7b40::/32,AS62282
46.4.250.66,ipv4,46.4.0.0/16,AS24940
3.73.4.53,ipv4,3.73.0.0/16,AS16509
111.90.145.37,ipv4,111.90.0.0/16,AS45839
216.226.128.189,ipv4,216.226.0.0/16,AS13706
72.183.143.6,ipv4,72.183.0.0/16,AS11427
167.235.1.45,ipv4,167.235.0.0/16,AS24940
67.207.92.95,ipv4,67.207.0.0/16,AS14061
5.189.144.87,ipv4,5.189.0.0/16,AS51167
182.100.67.50,ipv4,182.100.0.0/16,AS4134
2600:8801:be00:32:dff6:4a39:c505:2ba,ipv6,2600:8801::/32,AS2609
54.38.204.180,ipv4,54.38.0.0/16,AS16276
134.209.242.157,ipv4,134.209.0.0/16,AS14061
46.28.204.161,ipv4,46.28.0.0/16,AS197988
69.249.34.31,ipv4,69.249.0.0/16,AS7922
2a03:b0c0:1:e0::6aa:7001,ipv6,2a03:b0c0::/32,AS749
85.14.242.21,ipv4,85.14.0.0/16,AS24961
142.254.87.146,ipv4,142.254.0.0/16,AS1299
2001:4dd0:3564:0:9c1c:cc31:9fe8:5505,ipv6,2001:4dd0::/32,AS8422
83.198.77.75,ipv4,83.198.0.0/16,AS3215
82.197.206.139,ipv4,82.197.0.0/16,AS25596
2a01:4f9:6a:4a9a:2::2,ipv6,2a01:4f9::/32,AS24940
46.171.163.10,ipv4,46.171.0.0/16,AS5617
2600:3c0d:e002:800::3,ipv6,2600:3c0d::/32,AS63949
5.39.75.160,ipv4,5.39.0.0/16,AS16276
52.196.1.52,ipv4,52.196.0.0/16,AS8987
15.161.92.197,ipv4,15.161.0.0/16,AS8987
82.69.10.41,ipv4,82.69.0.0/16,AS13037
31.220.79.219,ipv4,31.220.0.0/16,AS51167
51.38.54.88,ipv4,51.38.0.0/16,AS16276
223.18.222.210,ipv4,223.18.0.0/16,AS9304
174.61.110.113,ipv4,174.61.0.0/16,AS7922
62.171.137.184,ipv4,62.171.0.0/16,AS51167
103.16.128.63,ipv4,103.16.0.0/16,AS133159
2001:19f0:6000:9b11:5400:4ff:feab:1433,ipv6,2001:19f0::/32,AS20473
62.78.178.167,ipv4,62.78.0.0/16,AS16086
5.15.176.15,ipv4,5.15.0.0/16,AS8708
178.62.227.11,ipv4,178.62.0.0/16,AS14061
2a03:4000:28:68:7411:53ff:fe4c:21d,ipv6,2a03:4000::/32,AS197540
37.205.14.137,ipv4,37.205.0.0/16,AS24971
2409:8a20:c23d:1922:d005:ea9b:34ed:462e,ipv6,2409:8a20::/32,AS8075
3.234.252.110,ipv4,3.234.0.0/16,AS8987
144.76.60.163,ipv4,144.76.0.0/16,AS24940
161.35.90.45,ipv4,161.35.0.0/16,AS14061
47.52.28.179,ipv4,47.52.0.0/16,AS45102
85.10.201.29,ipv4,85.10.0.0/16,AS24940
90.105.246.85,ipv4,90.105.0.0/16,AS3215
91.18.156.75,ipv4,91.18.0.0/16,AS3320
143.110.158.176,ipv4,143.110.0.0/16,AS14061
2001:41d0:a:fbd6::1,ipv6,2001:41d0::/32,AS16276
109.123.227.112,ipv4,109.123.0.0/16,AS141995
98.210.100.249,ipv4,98.210.0.0/16,AS7922
2a05:d014:a55:4001:8d52:ae42:b79f:b5b1,ipv6,2a05:d014::/32,AS4134
95.217.32.30,ipv4,95.217.0.0/16,AS24940
65.109.110.16,ipv4,65.109.0.0/16,AS24940
2a02:168:2000:97::26,ipv6,2a02:168::/32,AS13030
194.163.167.248,ipv4,194.163.0.0/16,AS51167
54.251.224.200,ipv4,54.251.0.0/16,AS8987
2600:3c01::f03c:93ff:fe9b:8ff,ipv6,2600:3c01::/32,AS63949
31.220.96.68,ipv4,31.220.0.0/16,AS40021
184.58.228.18,ipv4,184.58.0.0/16,AS10796
2a05:d014:d93:5d00:9fb1:f9e6:d51c:77cc,ipv6,2a05:d014::/32,AS1759
85.208.69.17,ipv4,85.208.0.0/16,AS42275
5.45.74.50,ipv4,5.45.0.0/16,AS50673
2a01:4f9:3051:196c::2,ipv6,2a01:4f9::/32,AS24940
129.158.200.243,ipv4,129.158.0.0/16,AS14506
2603:7080:a900:d1:90c1:5f90:2371:2607,ipv6,2603:7080::/32,AS8987
62.152.58.16,ipv4,62.152.0.0/16,AS29076
66.18.13.162,ipv4,66.18.0.0/16,AS13767
62.210.5.232,ipv4,62.210.0.0/16,AS12876
46.4.116.86,ipv4,46.4.0.0/16,AS24940
5.45.72.11,ipv4,5.45.0.0/16,AS50673
161.97.103.28,ipv4,161.97.0.0/16,AS51167
60.212.189.154,ipv4,60.212.0.0/16,AS4837
46.30.188.172,ipv4,46.30.0.0/16,AS199959
88.142.160.154,ipv4,88.142.0.0/16,AS198949
49.12.129.115,ipv4,49.12.0.0/16,AS24940
202.177.24.140,ipv4,202.177.0.0/16,AS7479
2604:a880:cad:d0::d9a:c001,ipv6,2604:a880::/32,AS8987
137.184.224.249,ipv4,137.184.0.0/16,AS14061
34.222.125.43,ipv4,34.222.0.0/16,AS8987
178.21.118.178,ipv4,178.21.0.0/16,AS29028
2001:41d0:8:d644::1,ipv6,2001:41d0::/32,AS16276
23.17.204.107,ipv4,23.17.0.0/16,AS852
46.250.252.106,ipv4,46.250.0.0/16,AS141995
96.241.27.154,ipv4,96.241.0.0/16,AS701
151.80.33.39,ipv4,151.80.0.0/16,AS16276
93.41.139.117,ipv4,93.41.0.0/16,AS12874
77.78.126.47,ipv4,77.78.0.0/16,AS15685
2a02:a00:e004:91::10,ipv6,2a02:a00::/32,AS15987
2a00:ca8:a15:10af:1e6d:8332:e00f:c43f,ipv6,2a00:ca8::/32,AS30764
74.65.199.20,ipv4,74.65.0.0/16,AS12271
37.59.32.10,ipv4,37.59.0.0/16,AS16276
240e:38a:3e3a:cf00:a771:2e91:51a7:2fb4,ipv6,240e:38a::/32,AS29695
34.93.21.82,ipv4,34.93.0.0/16,AS396982
89.117.58.187,ipv4,89.117.0.0/16,AS834
209.137.198.96,ipv4,209.137.0.0/16,AS21586
78.46.49.143,ipv4,78.46.0.0/16,AS24940
136.62.64.72,ipv4,136.62.0.0/16,AS16591
2a01:4f9:6b:3016::2,ipv6,2a01:4f9::/32,AS24940
79.117.52.251,ipv4,79.117.0.0/16,AS8708
116.202.227.86,ipv4,116.202.0.0/16,AS24940
35.246.247.7,ipv4,35.246.0.0/16,AS15169
93.71.19.130,ipv4,93.71.0.0/16,AS30722
2603:80a0:700:1886::39,ipv6,2603:80a0::/32,AS11427
73.44.35.19,ipv4,73.44.0.0/16,AS7922
91.65.19.217,ipv4,91.65.0.0/16,AS3209
65.109.64.60,ipv4,65.109.0.0/16,AS24940
47.154.9.32,ipv4,47.154.0.0/16,AS5650
189.1.174.37,ipv4,189.1.0.0/16,AS262287
166.70.145.151,ipv4,166.70.0.0/16,AS6315
34.96.220.189,ipv4,34.96.0.0/16,AS15169
192.222.24.54,ipv4,192.222.0.0/16,AS22646
172.104.239.166,ipv4,172.104.0.0/16,AS63949
2800:300:8251:b50::d,ipv6,2800:300::/32,AS27651
2a01:4f8:201:9082::2,ipv6,2a01:4f8::/32,AS24940
82.220.110.231,ipv4,82.220.0.0/16,AS9044
47.221.132.8,ipv4,47.221.0.0/16,AS19108
47.223.251.148,ipv4,47.223.0.0/16,AS19108
173.249.0.235,ipv4,173.249.0.0/16,AS51167
66.206.13.51,ipv4,66.206.0.0/16,AS29802
167.235.103.66,ipv4,167.235.0.0/16,AS24940
2a01:4f8:172:1469::2,ipv6,2a01:4f8::/32,AS24940
185.16.39.206,ipv4,185.16.0.0/16,AS201814
2a01:4f9:3a:269c::2,ipv6,2a01:4f9::/32,AS24940
2a01:4f8:191:9102::2,ipv6,2a01:4f8::/32,AS24940
154.38.167.152,ipv4,154.38.0.0/16,AS174
70.122.97.217,ipv4,70.122.0.0/16,AS11427
45.79.68.104,ipv4,45.79.0.0/16,AS63949
86.83.114.162,ipv4,86.83.0.0/16,AS1136
159.89.102.171,ipv4,159.89.0.0/16,AS14061
2a01:4f8:c2c:981d::1,ipv6,2a01:4f8::/32,AS24940
2400:6180:100:d0::c35:e001,ipv6,2400:6180::/32,AS7018
5.196.88.214,ipv4,5.196.0.0/16,AS16276
173.249.12.221,ipv4,173.249.0.0/16,AS51167
76.29.80.200,ipv4,76.29.0.0/16,AS7922
122.199.40.21,ipv4,122.199.0.0/16,AS38195
5.9.115.186,ipv4,5.9.0.0/16,AS24940
167.71.141.108,ipv4,167.71.0.0/16,AS14061
90.104.3.240,ipv4,90.104.0.0/16,AS3215
3.81.214.163,ipv4,3.81.0.0/16,AS8987
167.71.73.244,ipv4,167.71.0.0/16,AS14061
84.80.125.14,ipv4,84.80.0.0/16,AS1136
2a01:4f8:172:1213::2,ipv6,2a01:4f8::/32,AS24940
2a01:4f9:3a:3c20::2,ipv6,2a01:4f9::/32,AS24940
50.35.115.39,ipv4,50.35.0.0/16,AS20055
87.152.153.194,ipv4,87.152.0.0/16,AS3320
2600:1700:6f20:abc4::b3f,ipv6,2600:1700::/32,AS7018
198.244.201.86,ipv4,198.244.0.0/16,AS16276
134.209.215.117,ipv4,134.209.0.0/16,AS14061
2a01:4f8:c2c:fa24::1,ipv6,2a01:4f8::/32,AS24940
2001:41d0:602:21cc::,ipv6,2001:41d0::/32,AS16276
2a0e:8f02:21d1:144::101,ipv6,2a0e:8f02::/32,AS203528
94.130.64.182,ipv4,94.130.0.0/16,AS24940
2a01:7e00::f03c:93ff:fe59:66dc,ipv6,2a01:7e00::/32,AS63949
2.205.157.196,ipv4,2.205.0.0/16,AS3209
148.113.159.79,ipv4,148.113.0.0/16,AS16276
2001:41d0:700:4097::,ipv6,2001:41d0::/32,AS16276
165.227.164.18,ipv4,165.227.0.0/16,AS14061
102.130.116.251,ipv4,102.130.0.0/16,AS328364
94.130.220.96,ipv4,94.130.0.0/16,AS24940
86.10.85.34,ipv4,86.10.0.0/16,AS5089
65.108.193.154,ipv4,65.108.0.0/16,AS24940
2a01:4f9:1a:958a::2,ipv6,2a01:4f9::/32,AS24940
2.39.163.191,ipv4,2.39.0.0/16,AS30722
2a03:b0c0:3:d0::ff1:d001,ipv6,2a03:b0c0::/32,AS8987
162.55.56.124,ipv4,162.55.0.0/16,AS24940
192.121.171.238,ipv4,192.121.0.0/16,AS56630
240e:3b5:3472:e541:340f:5711:7f6b:a4ad,ipv6,240e:3b5::/32,AS4134
80.65.23.139,ipv4,80.65.0.0/16,AS31257
2402:1f00:8101:713::,ipv6,2402:1f00::/32,AS16276
77.109.112.223,ipv4,77.109.0.0/16,AS9031
2001:4b98:dc2:41:216:3eff:fe46:3221,ipv6,2001:4b98::/32,AS29169
52.195.164.70,ipv4,52.195.0.0/16,AS8987
2a01:4f8:120:53d6::2,ipv6,2a01:4f8::/32,AS24940
198.27.81.111,ipv4,198.27.0.0/16,AS16276
95.217.73.162,ipv4,95.217.0.0/16,AS24940
78.199.108.157,ipv4,78.199.0.0/16,AS12322
185.131.63.83,ipv4,185.131.0.0/16,AS44489
188.165.254.143,ipv4,188.165.0.0/16,AS16276
85.10.248.121,ipv4,85.10.0.0/16,AS24940
100.8.180.27,ipv4,100.8.0.0/16,AS701
85.2.201.94,ipv4,85.2.0.0/16,AS3303
173.49.119.111,ipv4,173.49.0.0/16,AS701
138.68.14.104,ipv4,138.68.0.0/16,AS14061
213.174.156.81,ipv4,213.174.0.0/16,AS39572
73.252.152.245,ipv4,73.252.0.0/16,AS7922
83.136.197.198,ipv4,83.136.0.0/16,AS35467
82.66.227.4,ipv4,82.66.0.0/16,AS12322
195.201.110.121,ipv4,195.201.0.0/16,AS24940
173.239.33.84,ipv4,173.239.0.0/16,AS27257
204.195.25.57,ipv4,204.195.0.0/16,AS11404
155.4.100.101,ipv4,155.4.0.0/16,AS8473
195.52.175.10,ipv4,195.52.0.0/16,AS1299
18.212.89.245,ipv4,18.212.0.0/16,AS8987
72.210.62.175,ipv4,72.210.0.0/16,AS22773
70.35.98.12,ipv4,70.35.0.0/16,AS32264
51.148.153.60,ipv4,51.148.0.0/16,AS13037
67.204.250.8,ipv4,67.204.0.0/16,AS11260
63.229.211.194,ipv4,63.229.0.0/16,AS209
24.211.128.219,ipv4,24.211.0.0/16,AS11426
46.4.10.248,ipv4,46.4.0.0/16,AS24940
182.213.151.44,ipv4,182.213.0.0/16,AS17858
222.118.198.220,ipv4,222.118.0.0/16,AS4766
2001:470:7:b74::2,ipv6,2001:470::/36,AS6939
73.247.62.19,ipv4,73.247.0.0/16,AS7922
2a01:4f8:c17:bbf3::1,ipv6,2a01:4f8::/32,AS24940
2603:6011:af41:7214::5,ipv6,2603:6011::/32,AS10796
2405:9800:b860:cf13:5315:1bd5:d6ff:81d1,ipv6,2405:9800::/32,AS721
188.165.231.187,ipv4,188.165.0.0/16,AS16276
2001:41d0:602:6b1::,ipv6,2001:41d0::/32,AS16276
34.87.227.41,ipv4,34.87.0.0/16,AS396982
85.214.228.203,ipv4,85.214.0.0/16,AS6724
185.150.160.210,ipv4,185.150.0.0/16,AS34197
2001:b07:6474:51d8:c27e:427e:fe37:6356,ipv6,2001:b07::/32,AS12874
62.159.33.3,ipv4,62.159.0.0/16,AS3320
89.35.142.177,ipv4,89.35.0.0/16,AS34977
143.110.182.24,ipv4,143.110.0.0/16,AS14061
217.145.94.94,ipv4,217.145.0.0/16,AS20665
185.72.67.102,ipv4,185.72.0.0/16,AS13030
2a03:ec0:0:928::701:701,ipv6,2a03:ec0::/32,AS749
24.212.238.229,ipv4,24.212.0.0/16,AS5645
71.91.71.226,ipv4,71.91.0.0/16,AS20115
185.78.209.28,ipv4,185.78.0.0/16,AS202128
102.22.107.254,ipv4,102.22.0.0/16,AS37723
76.214.106.169,ipv4,76.214.0.0/16,AS7018
54.250.247.224,ipv4,54.250.0.0/16,AS8987
172.100.246.80,ipv4,172.100.0.0/16,AS11351
167.235.102.51,ipv4,167.235.0.0/16,AS24940
79.124.78.154,ipv4,79.124.0.0/16,AS201133
2a01:4f8:171:16af::2,ipv6,2a01:4f8::/32,AS24940
67.181.58.143,ipv4,67.181.0.0/16,AS7922
185.132.109.122,ipv4,185.132.0.0/16,AS38919
50.35.82.106,ipv4,50.35.0.0/16,AS20055
142.132.208.254,ipv4,142.132.0.0/16,AS24940
90.77.48.196,ipv4,90.77.0.0/16,AS12479
71.143.237.97,ipv4,71.143.0.0/16,AS7018
129.146.96.41,ipv4,129.146.0.0/16,AS31898
168.119.158.57,ipv4,168.119.0.0/16,AS24940
2001:41d0:8:b8ba::1,ipv6,2001:41d0::/32,AS16276
73.227.153.213,ipv4,73.227.0.0/16,AS7922
45.130.104.49,ipv4,45.130.0.0/16,AS51167
144.2.117.160,ipv4,144.2.0.0/16,AS57370
152.69.209.77,ipv4,152.69.0.0/16,AS31898
2a01:4f8:211:522::2,ipv6,2a01:4f8::/32,AS24940
78.24.223.134,ipv4,78.24.0.0/16,AS29182
13.48.8.80,ipv4,13.48.0.0/16,AS16509
157.97.0.118,ipv4,157.97.0.0/16,AS43571
34.68.133.78,ipv4,34.68.0.0/16,AS396982
66.38.94.13,ipv4,66.38.0.0/16,AS26727
213.133.99.85,ipv4,213.133.0.0/16,AS24940
167.99.4.53,ipv4,167.99.0.0/16,AS14061
2a03:b0c0:2:d0::dab:4001,ipv6,2a03:b0c0::/32,AS14061
65.26.194.242,ipv4,65.26.0.0/16,AS10796
185.70.43.193,ipv4,185.70.0.0/16,AS62371
83.136.232.21,ipv4,83.136.0.0/16,AS29182
190.2.146.90,ipv4,190.2.0.0/16,AS49981
2600:1f1c:2d3:2401:6989:b1fd:d2a6:fbc8,ipv6,2600:1f1c::/32,AS7514
95.217.209.171,ipv4,95.217.0.0/16,AS24940
2a01:4f9:6b:3189::2,ipv6,2a01:4f9::/32,AS24940
